    x = 0.0100000    x = 0.0200000    x = 0.0300000    x = 0.0400000    x = 0.0500000    x = 0.0600000    x = 0.0700000    x = 0.0800000    x = 0.0900000    x = 0.100000    x = 0.110000    x = 0.120000    x = 0.130000    x = 0.140000    x = 0.150000    x = 0.160000    x = 0.170000    x = 0.180000    x = 0.190000    x = 0.200000    x = 0.210000    x = 0.220000    x = 0.230000    x = 0.240000    x = 0.250000    x = 0.260000    x = 0.270000    x = 0.280000    x = 0.290000    x = 0.300000    x = 0.310000    x = 0.320000    x = 0.330000    x = 0.340000    x = 0.350000    x = 0.360000    x = 0.370000    x = 0.380000    x = 0.390000    x = 0.400000    x = 0.410000    x = 0.420000    x = 0.430000    x = 0.440000    x = 0.450000    x = 0.460000    x = 0.470000    x = 0.480000    x = 0.490000    x = 0.500000    x = 0.510000    x = 0.520000    x = 0.530000    x = 0.540000    x = 0.550000    x = 0.560000    x = 0.570000    x = 0.580000    x = 0.590000    x = 0.600000    x = 0.610000    x = 0.620000    x = 0.630000    x = 0.640000    x = 0.650000    x = 0.660000    x = 0.670000    x = 0.680000    x = 0.690000    x = 0.700000    x = 0.710000    x = 0.720000    x = 0.730000    x = 0.740000    x = 0.750000    x = 0.760000    x = 0.770000    x = 0.780000    x = 0.790000    x = 0.800000    x = 0.810000    x = 0.820000    x = 0.830000    x = 0.840000    x = 0.850000    x = 0.860000    x = 0.870000    x = 0.880000    x = 0.890000    x = 0.900000    x = 0.910000    x = 0.920000    x = 0.930000    x = 0.940000    x = 0.950000    x = 0.960000    x = 0.970000    x = 0.980000    x = 0.990000
    0.019608572    0.029509933    0.039411299    0.049312670    0.059214049    0.069115437    0.079016835    0.088918246    0.098819669     0.10872111     0.11862256     0.12852403     0.13842553     0.14832704     0.15822857     0.16813013     0.17803171     0.18793332     0.19783495     0.20773661     0.21763830     0.22754002     0.23744178     0.24734356     0.25724538     0.26714724     0.27704913     0.28695106     0.29685302     0.30675503     0.31665708     0.32655916     0.33646129     0.34636346     0.35626567     0.36616792     0.37607022     0.38597257     0.39587496     0.40577739     0.41567988     0.42558241     0.43548498     0.44538760     0.45529028     0.46519299     0.47509576     0.48499858     0.49490144     0.50480435     0.51470731     0.52461032     0.53451338     0.54441648     0.55431964     0.56422284     0.57412609     0.58402938     0.59393272     0.60383611     0.61373955     0.62364303     0.63354655     0.64345012     0.65335373     0.66325739     0.67316109     0.68306482     0.69296860     0.70287242     0.71277628     0.72268018     0.73258411     0.74248808     0.75239208     0.76229612     0.77220019     0.78210430     0.79200843     0.80191259     0.81181678     0.82172100     0.83162525     0.84152951     0.85143381     0.86133812     0.87124245     0.88114680     0.89105117     0.90095556     0.91085996     0.92076438     0.93066880     0.94057324     0.95047769     0.96038214     0.97028660     0.98019106     0.99009553
    0.019609220    0.029510907    0.039412598    0.049314294    0.059215996    0.069117705    0.079019422    0.088921148    0.098822885     0.10872463     0.11862640     0.12852817     0.13842996     0.14833177     0.15823359     0.16813543     0.17803729     0.18793918     0.19784108     0.20774300     0.21764495     0.22754692     0.23744892     0.24735095     0.25725300     0.26715507     0.27705718     0.28695931     0.29686148     0.30676368     0.31666590     0.32656816     0.33647046     0.34637278     0.35627514     0.36617753     0.37607996     0.38598243     0.39588493     0.40578746     0.41569004     0.42559265     0.43549529     0.44539798     0.45530070     0.46520346     0.47510626     0.48500909     0.49491197     0.50481488     0.51471783     0.52462082     0.53452384     0.54442691     0.55433001     0.56423315     0.57413633     0.58403954     0.59394280     0.60384608     0.61374941     0.62365277     0.63355617     0.64345960     0.65336306     0.66326656     0.67317009     0.68307366     0.69297725     0.70288088     0.71278454     0.72268823     0.73259195     0.74249570     0.75239947     0.76230327     0.77220710     0.78211095     0.79201483     0.80191873     0.81182265     0.82172659     0.83163056     0.84153454     0.85143854     0.86134256     0.87124659     0.88115064     0.89105471     0.90095878     0.91086287     0.92076697     0.93067108     0.94057519     0.95047932     0.96038345     0.97028758     0.98019172     0.99009586
    0.019609731    0.029511677    0.039413625    0.049315577    0.059217533    0.069119496    0.079021464    0.088923440    0.098825425     0.10872742     0.11862942     0.12853144     0.13843346     0.14833550     0.15823756     0.16813962     0.17804171     0.18794380     0.19784592     0.20774805     0.21765020     0.22755237     0.23745456     0.24735677     0.25725901     0.26716126     0.27706353     0.28696583     0.29686816     0.30677050     0.31667288     0.32657527     0.33647769     0.34638014     0.35628262     0.36618512     0.37608765     0.38599021     0.39589280     0.40579541     0.41569806     0.42560073     0.43550343     0.44540617     0.45530893     0.46521172     0.47511454     0.48501739     0.49492028     0.50482319     0.51472613     0.52462910     0.53453211     0.54443514     0.55433820     0.56424129     0.57414442     0.58404757     0.59395075     0.60385396     0.61375720     0.62366046     0.63356376     0.64346708     0.65337043     0.66327380     0.67317720     0.68308063     0.69298408     0.70288756     0.71279106     0.72269459     0.73259814     0.74250171     0.75240530     0.76230892     0.77221255     0.78211621     0.79201988     0.80192357     0.81182728     0.82173101     0.83163475     0.84153851     0.85144228     0.86134607     0.87124986     0.88115368     0.89105750     0.90096133     0.91086517     0.92076902     0.93067287     0.94057674     0.95048061     0.96038448     0.97028836     0.98019224     0.99009612
    0.019610135    0.029512284    0.039414435    0.049316589    0.059218747    0.069120909    0.079023077    0.088925250    0.098827429     0.10872962     0.11863181     0.12853402     0.13843623     0.14833845     0.15824069     0.16814293     0.17804519     0.18794746     0.19784974     0.20775204     0.21765435     0.22755668     0.23745902     0.24736138     0.25726375     0.26716614     0.27706855     0.28697098     0.29687343     0.30677589     0.31667838     0.32658088     0.33648341     0.34638596     0.35628852     0.36619111     0.37609373     0.38599636     0.39589901     0.40580169     0.41570439     0.42560712     0.43550986     0.44541263     0.45531543     0.46521824     0.47512109     0.48502395     0.49492684     0.50482975     0.51473269     0.52463565     0.53453863     0.54444164     0.55434467     0.56424772     0.57415080     0.58405390     0.59395703     0.60386017     0.61376334     0.62366653     0.63356975     0.64347298     0.65337624     0.66327952     0.67318282     0.68308614     0.69298948     0.70289284     0.71279621     0.72269961     0.73260303     0.74250646     0.75240991     0.76231337     0.77221686     0.78212036     0.79202387     0.80192740     0.81183094     0.82173449     0.83163806     0.84154164     0.85144523     0.86134884     0.87125245     0.88115607     0.89105970     0.90096334     0.91086698     0.92077063     0.93067429     0.94057795     0.95048162     0.96038529     0.97028897     0.98019264     0.99009632
    0.019610454    0.029512764    0.039415075    0.049317389    0.059219705    0.069122026    0.079024350    0.088926678    0.098829012     0.10873135     0.11863370     0.12853605     0.13843841     0.14834078     0.15824316     0.16814554     0.17804794     0.18795034     0.19785276     0.20775518     0.21765762     0.22756007     0.23746253     0.24736501     0.25726750     0.26717000     0.27707251     0.28697504     0.29687759     0.30678015     0.31668272     0.32658532     0.33648792     0.34639055     0.35629319     0.36619584     0.37609852     0.38600121     0.39590392     0.40580665     0.41570939     0.42561216     0.43551494     0.44541774     0.45532056     0.46522339     0.47512625     0.48502913     0.49493202     0.50483493     0.51473786     0.52464081     0.53454378     0.54444677     0.55434978     0.56425280     0.57415584     0.58405890     0.59396198     0.60386508     0.61376820     0.62367133     0.63357448     0.64347765     0.65338083     0.66328403     0.67318725     0.68309048     0.69299373     0.70289700     0.71280028     0.72270357     0.73260688     0.74251021     0.75241354     0.76231689     0.77222026     0.78212363     0.79202702     0.80193042     0.81183383     0.82173725     0.83164068     0.84154412     0.85144756     0.86135102     0.87125449     0.88115796     0.89106144     0.90096492     0.91086841     0.92077191     0.93067541     0.94057892     0.95048243     0.96038594     0.97028945     0.98019297     0.99009648
    0.019610706    0.029513142    0.039415580    0.049318020    0.059220462    0.069122907    0.079025355    0.088927807    0.098830262     0.10873272     0.11863519     0.12853766     0.13844013     0.14834262     0.15824511     0.16814760     0.17805011     0.18795262     0.19785514     0.20775767     0.21766021     0.22756275     0.23746531     0.24736788     0.25727046     0.26717304     0.27707564     0.28697825     0.29688088     0.30678351     0.31668616     0.32658881     0.33649149     0.34639417     0.35629687     0.36619958     0.37610230     0.38600504     0.39590779     0.40581056     0.41571334     0.42561614     0.43551895     0.44542177     0.45532461     0.46522746     0.47513033     0.48503321     0.49493611     0.50483902     0.51474195     0.52464489     0.53454785     0.54445082     0.55435381     0.56425681     0.57415982     0.58406285     0.59396590     0.60386896     0.61377203     0.62367512     0.63357822     0.64348133     0.65338446     0.66328760     0.67319075     0.68309392     0.69299710     0.70290029     0.71280349     0.72270670     0.73260993     0.74251317     0.75241641     0.76231967     0.77222294     0.78212622     0.79202951     0.80193280     0.81183611     0.82173942     0.83164274     0.84154607     0.85144941     0.86135275     0.87125610     0.88115945     0.89106281     0.90096618     0.91086954     0.92077292     0.93067630     0.94057968     0.95048306     0.96038644     0.97028983     0.98019322     0.99009661
    0.019610905    0.029513441    0.039415979    0.049318518    0.059221060    0.069123603    0.079026149    0.088928697    0.098831249     0.10873380     0.11863636     0.12853893     0.13844150     0.14834407     0.15824665     0.16814923     0.17805182     0.18795442     0.19785702     0.20775963     0.21766225     0.22756487     0.23746750     0.24737014     0.25727279     0.26717545     0.27707811     0.28698079     0.29688347     0.30678616     0.31668887     0.32659158     0.33649430     0.34639703     0.35629977     0.36620253     0.37610529     0.38600807     0.39591085     0.40581365     0.41571646     0.42561928     0.43552211     0.44542495     0.45532781     0.46523067     0.47513355     0.48503644     0.49493934     0.50484225     0.51474518     0.52464811     0.53455106     0.54445402     0.55435699     0.56425997     0.57416297     0.58406597     0.59396899     0.60387202     0.61377506     0.62367811     0.63358117     0.64348424     0.65338732     0.66329041     0.67319351     0.68309663     0.69299975     0.70290288     0.71280602     0.72270918     0.73261234     0.74251550     0.75241868     0.76232187     0.77222506     0.78212826     0.79203147     0.80193468     0.81183791     0.82174114     0.83164437     0.84154761     0.85145086     0.86135411     0.87125737     0.88116063     0.89106389     0.90096716     0.91087044     0.92077371     0.93067699     0.94058028     0.95048356     0.96038685     0.97029013     0.98019342     0.99009671
    0.019611062    0.029513677    0.039416294    0.049318912    0.059221531    0.069124152    0.079026775    0.088929400    0.098832028     0.10873466     0.11863729     0.12853993     0.13844257     0.14834522     0.15824786     0.16815052     0.17805318     0.18795584     0.19785851     0.20776118     0.21766386     0.22756654     0.23746923     0.24737193     0.25727463     0.26717735     0.27708006     0.28698279     0.29688552     0.30678826     0.31669100     0.32659376     0.33649652     0.34639929     0.35630207     0.36620486     0.37610765     0.38601046     0.39591327     0.40581609     0.41571892     0.42562176     0.43552461     0.44542747     0.45533033     0.46523321     0.47513609     0.48503899     0.49494189     0.50484480     0.51474772     0.52465065     0.53455359     0.54445654     0.55435950     0.56426247     0.57416545     0.58406843     0.59397143     0.60387443     0.61377744     0.62368047     0.63358349     0.64348653     0.65338958     0.66329263     0.67319570     0.68309877     0.69300185     0.70290493     0.71280803     0.72271113     0.73261423     0.74251735     0.75242047     0.76232360     0.77222673     0.78212987     0.79203302     0.80193617     0.81183933     0.82174249     0.83164566     0.84154883     0.85145201     0.86135519     0.87125837     0.88116156     0.89106475     0.90096794     0.91087114     0.92077434     0.93067754     0.94058075     0.95048395     0.96038716     0.97029037     0.98019358     0.99009679
    0.019611186    0.029513864    0.039416543    0.049319223    0.059221904    0.069124586    0.079027270    0.088929956    0.098832643     0.10873533     0.11863803     0.12854072     0.13844342     0.14834612     0.15824882     0.16815153     0.17805424     0.18795696     0.19785968     0.20776240     0.21766513     0.22756786     0.23747060     0.24737334     0.25727609     0.26717884     0.27708160     0.28698437     0.29688714     0.30678991     0.31669269     0.32659548     0.33649827     0.34640107     0.35630388     0.36620670     0.37610952     0.38601234     0.39591518     0.40581802     0.41572086     0.42562372     0.43552658     0.44542945     0.45533233     0.46523521     0.47513810     0.48504100     0.49494390     0.50484682     0.51474973     0.52465266     0.53455560     0.54445854     0.55436149     0.56426444     0.57416741     0.58407038     0.59397335     0.60387634     0.61377933     0.62368233     0.63358533     0.64348835     0.65339136     0.66329439     0.67319742     0.68310046     0.69300350     0.70290655     0.71280961     0.72271267     0.73261573     0.74251881     0.75242188     0.76232497     0.77222805     0.78213115     0.79203424     0.80193734     0.81184045     0.82174356     0.83164667     0.84154979     0.85145291     0.86135604     0.87125916     0.88116229     0.89106543     0.90096856     0.91087170     0.92077484     0.93067798     0.94058112     0.95048427     0.96038741     0.97029056     0.98019370     0.99009685
    0.019611283    0.029514011    0.039416739    0.049319468    0.059222198    0.069124929    0.079027661    0.088930394    0.098833129     0.10873587     0.11863860     0.12854135     0.13844409     0.14834683     0.15824958     0.16815233     0.17805509     0.18795784     0.19786060     0.20776337     0.21766613     0.22756891     0.23747168     0.24737446     0.25727724     0.26718003     0.27708282     0.28698561     0.29688841     0.30679122     0.31669403     0.32659684     0.33649966     0.34640248     0.35630531     0.36620815     0.37611099     0.38601383     0.39591668     0.40581954     0.41572240     0.42562527     0.43552814     0.44543102     0.45533390     0.46523679     0.47513968     0.48504259     0.49494549     0.50484840     0.51475132     0.52465425     0.53455718     0.54446011     0.55436305     0.56426600     0.57416895     0.58407191     0.59397488     0.60387785     0.61378082     0.62368380     0.63358679     0.64348978     0.65339277     0.66329577     0.67319878     0.68310179     0.69300481     0.70290783     0.71281085     0.72271388     0.73261692     0.74251996     0.75242300     0.76232605     0.77222910     0.78213215     0.79203521     0.80193827     0.81184134     0.82174440     0.83164748     0.84155055     0.85145363     0.86135671     0.87125979     0.88116287     0.89106596     0.90096905     0.91087214     0.92077523     0.93067832     0.94058142     0.95048451     0.96038761     0.97029071     0.98019380     0.99009690
    0.019611361    0.029514127    0.039416894    0.049319662    0.059222430    0.069125199    0.079027969    0.088930740    0.098833513     0.10873629     0.11863906     0.12854184     0.13844462     0.14834740     0.15825018     0.16815297     0.17805575     0.18795854     0.19786134     0.20776413     0.21766693     0.22756973     0.23747253     0.24737534     0.25727815     0.26718096     0.27708378     0.28698660     0.29688942     0.30679225     0.31669508     0.32659791     0.33650075     0.34640360     0.35630644     0.36620929     0.37611215     0.38601501     0.39591787     0.40582074     0.41572361     0.42562649     0.43552937     0.44543225     0.45533514     0.46523804     0.47514094     0.48504384     0.49494675     0.50484966     0.51475258     0.52465550     0.53455842     0.54446136     0.55436429     0.56426723     0.57417017     0.58407312     0.59397608     0.60387903     0.61378200     0.62368496     0.63358793     0.64349091     0.65339388     0.66329687     0.67319985     0.68310284     0.69300584     0.70290884     0.71281184     0.72271484     0.73261785     0.74252086     0.75242388     0.76232690     0.77222992     0.78213294     0.79203597     0.80193900     0.81184204     0.82174507     0.83164811     0.84155115     0.85145419     0.86135724     0.87126028     0.88116333     0.89106638     0.90096943     0.91087248     0.92077554     0.93067859     0.94058165     0.95048471     0.96038776     0.97029082     0.98019388     0.99009694
    0.019611422    0.029514219    0.039417017    0.049319815    0.059222613    0.069125412    0.079028213    0.088931013    0.098833815     0.10873662     0.11863942     0.12854223     0.13844504     0.14834784     0.15825065     0.16815347     0.17805628     0.18795909     0.19786191     0.20776473     0.21766755     0.22757038     0.23747320     0.24737603     0.25727886     0.26718170     0.27708454     0.28698737     0.29689022     0.30679306     0.31669591     0.32659876     0.33650162     0.34640447     0.35630733     0.36621020     0.37611306     0.38601593     0.39591881     0.40582169     0.41572457     0.42562745     0.43553034     0.44543323     0.45533612     0.46523902     0.47514192     0.48504483     0.49494774     0.50485065     0.51475357     0.52465649     0.53455941     0.54446234     0.55436527     0.56426820     0.57417114     0.58407408     0.59397702     0.60387997     0.61378292     0.62368588     0.63358884     0.64349180     0.65339476     0.66329773     0.67320070     0.68310368     0.69300665     0.70290963     0.71281262     0.72271560     0.73261859     0.74252158     0.75242458     0.76232757     0.77223057     0.78213357     0.79203657     0.80193958     0.81184259     0.82174560     0.83164861     0.84155162     0.85145464     0.86135765     0.87126067     0.88116369     0.89106671     0.90096974     0.91087276     0.92077578     0.93067881     0.94058183     0.95048486     0.96038789     0.97029092     0.98019394     0.99009697
    0.019611470    0.029514291    0.039417113    0.049319935    0.059222758    0.069125581    0.079028405    0.088931229    0.098834054     0.10873688     0.11863971     0.12854254     0.13844536     0.14834820     0.15825103     0.16815386     0.17805669     0.18795953     0.19786237     0.20776521     0.21766805     0.22757089     0.23747374     0.24737658     0.25727943     0.26718228     0.27708513     0.28698799     0.29689085     0.30679370     0.31669657     0.32659943     0.33650230     0.34640517     0.35630804     0.36621091     0.37611379     0.38601667     0.39591955     0.40582243     0.41572532     0.42562821     0.43553110     0.44543400     0.45533690     0.46523980     0.47514270     0.48504561     0.49494852     0.50485143     0.51475435     0.52465727     0.53456019     0.54446311     0.55436604     0.56426897     0.57417190     0.58407484     0.59397777     0.60388071     0.61378366     0.62368660     0.63358955     0.64349250     0.65339546     0.66329841     0.67320137     0.68310433     0.69300730     0.70291026     0.71281323     0.72271620     0.73261917     0.74252215     0.75242512     0.76232810     0.77223108     0.78213407     0.79203705     0.80194004     0.81184302     0.82174601     0.83164900     0.84155200     0.85145499     0.86135798     0.87126098     0.88116398     0.89106698     0.90096998     0.91087298     0.92077598     0.93067898     0.94058198     0.95048498     0.96038799     0.97029099     0.98019399     0.99009700
    0.019611508    0.029514349    0.039417189    0.049320031    0.059222872    0.069125714    0.079028557    0.088931400    0.098834243     0.10873709     0.11863993     0.12854278     0.13844563     0.14834847     0.15825132     0.16815417     0.17805702     0.18795987     0.19786273     0.20776558     0.21766844     0.22757130     0.23747415     0.24737702     0.25727988     0.26718274     0.27708561     0.28698847     0.29689134     0.30679421     0.31669708     0.32659996     0.33650284     0.34640571     0.35630859     0.36621148     0.37611436     0.38601725     0.39592013     0.40582303     0.41572592     0.42562881     0.43553171     0.44543461     0.45533751     0.46524041     0.47514332     0.48504623     0.49494914     0.50485205     0.51475497     0.52465788     0.53456080     0.54446372     0.55436665     0.56426957     0.57417250     0.58407543     0.59397836     0.60388130     0.61378424     0.62368718     0.63359012     0.64349306     0.65339600     0.66329895     0.67320190     0.68310485     0.69300780     0.70291076     0.71281371     0.72271667     0.73261963     0.74252259     0.75242556     0.76232852     0.77223149     0.78213446     0.79203743     0.80194040     0.81184337     0.82174634     0.83164932     0.84155229     0.85145527     0.86135825     0.87126122     0.88116420     0.89106718     0.90097016     0.91087315     0.92077613     0.93067911     0.94058209     0.95048508     0.96038806     0.97029105     0.98019403     0.99009702
    0.019611538    0.029514394    0.039417250    0.049320106    0.059222962    0.069125819    0.079028676    0.088931534    0.098834392     0.10873725     0.11864011     0.12854297     0.13844583     0.14834869     0.15825155     0.16815442     0.17805728     0.18796015     0.19786301     0.20776588     0.21766875     0.22757162     0.23747449     0.24737736     0.25728023     0.26718310     0.27708598     0.28698886     0.29689173     0.30679461     0.31669749     0.32660038     0.33650326     0.34640615     0.35630903     0.36621192     0.37611481     0.38601770     0.39592060     0.40582349     0.41572639     0.42562929     0.43553219     0.44543509     0.45533799     0.46524090     0.47514381     0.48504672     0.49494963     0.50485254     0.51475545     0.52465837     0.53456129     0.54446421     0.55436713     0.56427005     0.57417298     0.58407590     0.59397883     0.60388176     0.61378469     0.62368763     0.63359056     0.64349350     0.65339644     0.66329938     0.67320232     0.68310526     0.69300820     0.70291115     0.71281410     0.72271705     0.73262000     0.74252295     0.75242590     0.76232885     0.77223181     0.78213477     0.79203772     0.80194068     0.81184364     0.82174660     0.83164956     0.84155252     0.85145549     0.86135845     0.87126142     0.88116438     0.89106735     0.90097031     0.91087328     0.92077625     0.93067922     0.94058218     0.95048515     0.96038812     0.97029109     0.98019406     0.99009703
    0.019611562    0.029514429    0.039417297    0.049320165    0.059223034    0.069125902    0.079028771    0.088931640    0.098834510     0.10873738     0.11864025     0.12854312     0.13844599     0.14834887     0.15825174     0.16815461     0.17805749     0.18796036     0.19786324     0.20776611     0.21766899     0.22757187     0.23747475     0.24737763     0.25728051     0.26718339     0.27708627     0.28698916     0.29689204     0.30679493     0.31669782     0.32660071     0.33650360     0.34640649     0.35630938     0.36621227     0.37611517     0.38601806     0.39592096     0.40582386     0.41572676     0.42562966     0.43553257     0.44543547     0.45533837     0.46524128     0.47514419     0.48504710     0.49495001     0.50485292     0.51475584     0.52465875     0.53456167     0.54446459     0.55436751     0.56427043     0.57417335     0.58407627     0.59397920     0.60388213     0.61378505     0.62368798     0.63359091     0.64349384     0.65339678     0.66329971     0.67320265     0.68310558     0.69300852     0.70291146     0.71281440     0.72271734     0.73262028     0.74252323     0.75242617     0.76232912     0.77223206     0.78213501     0.79203796     0.80194091     0.81184385     0.82174681     0.83164976     0.84155271     0.85145566     0.86135861     0.87126157     0.88116452     0.89106748     0.90097043     0.91087339     0.92077634     0.93067930     0.94058226     0.95048521     0.96038817     0.97029113     0.98019408     0.99009704
    0.019611580    0.029514457    0.039417335    0.049320212    0.059223090    0.069125968    0.079028846    0.088931724    0.098834603     0.10873748     0.11864036     0.12854324     0.13844612     0.14834900     0.15825188     0.16815476     0.17805765     0.18796053     0.19786341     0.20776630     0.21766918     0.22757207     0.23747495     0.24737784     0.25728073     0.26718362     0.27708651     0.28698940     0.29689229     0.30679518     0.31669807     0.32660097     0.33650386     0.34640676     0.35630965     0.36621255     0.37611545     0.38601835     0.39592125     0.40582415     0.41572705     0.42562996     0.43553286     0.44543577     0.45533868     0.46524158     0.47514449     0.48504740     0.49495032     0.50485323     0.51475614     0.52465906     0.53456197     0.54446489     0.55436781     0.56427073     0.57417365     0.58407657     0.59397949     0.60388241     0.61378534     0.62368826     0.63359119     0.64349412     0.65339705     0.66329998     0.67320291     0.68310584     0.69300877     0.70291170     0.71281464     0.72271757     0.73262051     0.74252345     0.75242638     0.76232932     0.77223226     0.78213520     0.79203814     0.80194108     0.81184402     0.82174697     0.83164991     0.84155285     0.85145580     0.86135874     0.87126169     0.88116463     0.89106758     0.90097052     0.91087347     0.92077642     0.93067937     0.94058231     0.95048526     0.96038821     0.97029116     0.98019410     0.99009705
    0.019611595    0.029514480    0.039417364    0.049320249    0.059223134    0.069126020    0.079028905    0.088931790    0.098834676     0.10873756     0.11864045     0.12854334     0.13844622     0.14834911     0.15825200     0.16815489     0.17805777     0.18796066     0.19786355     0.20776644     0.21766933     0.22757222     0.23747512     0.24737801     0.25728090     0.26718380     0.27708669     0.28698958     0.29689248     0.30679538     0.31669827     0.32660117     0.33650407     0.34640697     0.35630987     0.36621277     0.37611567     0.38601857     0.39592148     0.40582438     0.41572729     0.42563019     0.43553310     0.44543601     0.45533891     0.46524182     0.47514473     0.48504764     0.49495056     0.50485347     0.51475638     0.52465930     0.53456221     0.54446513     0.55436804     0.56427096     0.57417388     0.58407680     0.59397972     0.60388264     0.61378556     0.62368849     0.63359141     0.64349433     0.65339726     0.66330019     0.67320311     0.68310604     0.69300897     0.70291190     0.71281483     0.72271776     0.73262069     0.74252362     0.75242655     0.76232949     0.77223242     0.78213535     0.79203829     0.80194122     0.81184416     0.82174709     0.83165003     0.84155297     0.85145591     0.86135884     0.87126178     0.88116472     0.89106766     0.90097060     0.91087354     0.92077648     0.93067942     0.94058236     0.95048530     0.96038824     0.97029118     0.98019412     0.99009706
    0.019611607    0.029514497    0.039417388    0.049320279    0.059223169    0.069126060    0.079028951    0.088931843    0.098834734     0.10873763     0.11864052     0.12854341     0.13844630     0.14834919     0.15825209     0.16815498     0.17805787     0.18796077     0.19786366     0.20776656     0.21766945     0.22757235     0.23747525     0.24737814     0.25728104     0.26718394     0.27708683     0.28698973     0.29689263     0.30679553     0.31669843     0.32660133     0.33650423     0.34640714     0.35631004     0.36621294     0.37611585     0.38601875     0.39592166     0.40582456     0.41572747     0.42563038     0.43553328     0.44543619     0.45533910     0.46524201     0.47514492     0.48504783     0.49495075     0.50485366     0.51475657     0.52465949     0.53456240     0.54446532     0.55436823     0.56427115     0.57417407     0.58407698     0.59397990     0.60388282     0.61378574     0.62368866     0.63359158     0.64349451     0.65339743     0.66330035     0.67320327     0.68310620     0.69300912     0.70291205     0.71281498     0.72271790     0.73262083     0.74252376     0.75242669     0.76232961     0.77223254     0.78213547     0.79203840     0.80194133     0.81184426     0.82174719     0.83165013     0.84155306     0.85145599     0.86135892     0.87126186     0.88116479     0.89106772     0.90097066     0.91087359     0.92077652     0.93067946     0.94058239     0.95048533     0.96038826     0.97029120     0.98019413     0.99009707
    0.019611616    0.029514511    0.039417406    0.049320302    0.059223197    0.069126093    0.079028988    0.088931884    0.098834780     0.10873768     0.11864057     0.12854347     0.13844637     0.14834926     0.15825216     0.16815506     0.17805795     0.18796085     0.19786375     0.20776665     0.21766955     0.22757245     0.23747535     0.24737825     0.25728115     0.26718405     0.27708695     0.28698985     0.29689275     0.30679566     0.31669856     0.32660146     0.33650437     0.34640727     0.35631017     0.36621308     0.37611599     0.38601889     0.39592180     0.40582471     0.41572761     0.42563052     0.43553343     0.44543634     0.45533925     0.46524216     0.47514507     0.48504798     0.49495089     0.50485381     0.51475672     0.52465963     0.53456255     0.54446546     0.55436838     0.56427129     0.57417421     0.58407713     0.59398005     0.60388296     0.61378588     0.62368880     0.63359172     0.64349464     0.65339756     0.66330048     0.67320340     0.68310632     0.69300925     0.70291217     0.71281509     0.72271802     0.73262094     0.74252387     0.75242679     0.76232972     0.77223264     0.78213557     0.79203849     0.80194142     0.81184435     0.82174727     0.83165020     0.84155313     0.85145606     0.86135899     0.87126191     0.88116484     0.89106777     0.90097070     0.91087363     0.92077656     0.93067949     0.94058242     0.95048535     0.96038828     0.97029121     0.98019414     0.99009707
    0.019611623    0.029514522    0.039417421    0.049320320    0.059223219    0.069126118    0.079029017    0.088931917    0.098834816     0.10873772     0.11864062     0.12854352     0.13844642     0.14834932     0.15825222     0.16815512     0.17805802     0.18796092     0.19786382     0.20776672     0.21766962     0.22757252     0.23747543     0.24737833     0.25728123     0.26718414     0.27708704     0.28698994     0.29689285     0.30679575     0.31669866     0.32660156     0.33650447     0.34640737     0.35631028     0.36621319     0.37611609     0.38601900     0.39592191     0.40582482     0.41572773     0.42563064     0.43553355     0.44543646     0.45533937     0.46524228     0.47514519     0.48504810     0.49495101     0.50485393     0.51475684     0.52465975     0.53456267     0.54446558     0.55436850     0.56427141     0.57417433     0.58407724     0.59398016     0.60388308     0.61378599     0.62368891     0.63359183     0.64349475     0.65339767     0.66330058     0.67320350     0.68310642     0.69300934     0.70291227     0.71281519     0.72271811     0.73262103     0.74252395     0.75242687     0.76232980     0.77223272     0.78213564     0.79203857     0.80194149     0.81184441     0.82174734     0.83165026     0.84155319     0.85145611     0.86135904     0.87126196     0.88116489     0.89106781     0.90097074     0.91087366     0.92077659     0.93067952     0.94058244     0.95048537     0.96038829     0.97029122     0.98019415     0.99009707
    0.019611629    0.029514531    0.039417432    0.049320334    0.059223236    0.069126138    0.079029040    0.088931942    0.098834844     0.10873775     0.11864065     0.12854355     0.13844645     0.14834936     0.15825226     0.16815516     0.17805807     0.18796097     0.19786387     0.20776678     0.21766968     0.22757259     0.23747549     0.24737840     0.25728130     0.26718421     0.27708711     0.28699002     0.29689292     0.30679583     0.31669874     0.32660164     0.33650455     0.34640746     0.35631036     0.36621327     0.37611618     0.38601909     0.39592200     0.40582491     0.41572782     0.42563073     0.43553364     0.44543655     0.45533946     0.46524237     0.47514528     0.48504819     0.49495111     0.50485402     0.51475693     0.52465985     0.53456276     0.54446567     0.55436859     0.56427150     0.57417442     0.58407733     0.59398025     0.60388316     0.61378608     0.62368900     0.63359191     0.64349483     0.65339775     0.66330067     0.67320358     0.68310650     0.69300942     0.70291234     0.71281526     0.72271818     0.73262110     0.74252402     0.75242694     0.76232986     0.77223278     0.78213570     0.79203862     0.80194154     0.81184447     0.82174739     0.83165031     0.84155323     0.85145615     0.86135908     0.87126200     0.88116492     0.89106784     0.90097077     0.91087369     0.92077661     0.93067954     0.94058246     0.95048538     0.96038831     0.97029123     0.98019415     0.99009708
